# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1666       4.976749741512e-11       2.554895480890e-12      -4.277466514340e-12       0.000000000000e+00       6.929882138890e-16       2.026641964155e-17       3.439060267358e-17 
 1667       4.982630270263e-11       2.538172588962e-12      -4.309624203380e-12       0.000000000000e+00       6.911802126473e-16       1.915031964009e-17       3.417142861194e-17 
 1668       4.988714890477e-11       2.521269522244e-12      -4.340697191181e-12       0.000000000000e+00       6.893776931301e-16       1.805982909124e-17       3.394989849209e-17 
 1669       4.994994743155e-11       2.504192164417e-12      -4.370671032589e-12       0.000000000000e+00       6.875806324946e-16       1.699538885788e-17       3.372605257841e-17 
 1670       5.001460924245e-11       2.486946429307e-12      -4.399531227837e-12       0.000000000000e+00       6.857890076692e-16       1.595744156151e-17       3.349993135370e-17 
 1671       5.008104484562e-11       2.469538260932e-12      -4.427263222467e-12       0.000000000000e+00       6.840027953535e-16       1.494643158469e-17       3.327157551948e-17 
 1672       5.014916429729e-11       2.451973633552e-12      -4.453852407262e-12       0.000000000000e+00       6.822219720174e-16       1.396280507351e-17       3.304102599635e-17 
 1673       5.021887720102e-11       2.434258551708e-12      -4.479284118164e-12       0.000000000000e+00       6.804465139015e-16       1.300700993999e-17       3.280832392432e-17 
 1674       5.029009270704e-11       2.416399050273e-12      -4.503543636207e-12       0.000000000000e+00       6.786763970158e-16       1.207949586458e-17       3.257351066316e-17 
 1675       5.036272241677e-11       2.398401185025e-12      -4.526619375585e-12       0.000000000000e+00       6.769115989368e-16       1.118060071883e-17       3.233662717436e-17 
 1676       5.043668912547e-11       2.380271004186e-12      -4.548512478482e-12       0.000000000000e+00       6.751521042149e-16       1.031020874370e-17       3.209771216052e-17 
 1677       5.051191815458e-11       2.362014576727e-12      -4.569227303903e-12       0.000000000000e+00       6.733978990129e-16       9.468089390353e-18       3.185680391036e-17 
 1678       5.058833445291e-11       2.343638001862e-12      -4.588768247200e-12       0.000000000000e+00       6.716489693137e-16       8.654010626569e-18       3.161394091598e-17 
 1679       5.066586259600e-11       2.325147409092e-12      -4.607139740128e-12       0.000000000000e+00       6.699053009193e-16       7.867738934302e-18       3.136916187311e-17 
 1680       5.074442678565e-11       2.306548958252e-12      -4.624346250911e-12       0.000000000000e+00       6.681668794511e-16       7.109039307291e-18       3.112250568149e-17 
 1681       5.082395084929e-11       2.287848839556e-12      -4.640392284304e-12       0.000000000000e+00       6.664336903488e-16       6.377675248645e-18       3.087401144510e-17 
 1682       5.090435823944e-11       2.269053273643e-12      -4.655282381653e-12       0.000000000000e+00       6.647057188709e-16       5.673408768445e-18       3.062371847254e-17 
 1683       5.098557203315e-11       2.250168511624e-12      -4.669021120958e-12       0.000000000000e+00       6.629829500937e-16       4.996000381337e-18       3.037166627732e-17 
 1684       5.106751493142e-11       2.231200835124e-12      -4.681613116933e-12       0.000000000000e+00       6.612653689113e-16       4.345209104124e-18       3.011789457815e-17 
 1685       5.115010925868e-11       2.212156556330e-12      -4.693063021072e-12       0.000000000000e+00       6.595529600352e-16       3.720792453364e-18       2.986244329929e-17 
 1686       5.123327696217e-11       2.193042018037e-12      -4.703375521708e-12       0.000000000000e+00       6.578457079939e-16       3.122506442963e-18       2.960535257083e-17 
 1687       5.131693961140e-11       2.173863593693e-12      -4.712555344075e-12       0.000000000000e+00       6.561435971325e-16       2.550105581772e-18       2.934666272902e-17 
 1688       5.140101839760e-11       2.154627687444e-12      -4.720607250372e-12       0.000000000000e+00       6.544466116127e-16       2.003342871177e-18       2.908641431657e-17 
 1689       5.148543413315e-11       2.135340734179e-12      -4.727536039821e-12       0.000000000000e+00       6.527547354120e-16       1.481969802701e-18       2.882464808297e-17 
 1690       5.157010725100e-11       2.116009199579e-12      -4.733346548734e-12       0.000000000000e+00       6.510679523236e-16       9.857363555911e-19       2.856140498482e-17 
 1691       5.165495780412e-11       2.096639580158e-12      -4.738043650571e-12       0.000000000000e+00       6.493862459563e-16       5.143909944193e-19       2.829672618609e-17 
 1692       5.173990546495e-11       2.077238403312e-12      -4.741632256005e-12       0.000000000000e+00       6.477095997336e-16       6.768066667403e-20       2.803065305847e-17 
 1693       5.182486952481e-11       2.057812227364e-12      -4.744117312980e-12       0.000000000000e+00       6.460379968937e-16      -3.546491996441e-19       2.776322718170e-17 
 1694       5.190976889336e-11       2.038367641606e-12      -4.745503806777e-12       0.000000000000e+00       6.443714204894e-16      -7.528546984276e-19       2.749449034383e-17 
 1695       5.199452209800e-11       2.018911266351e-12      -4.745796760074e-12       0.000000000000e+00       6.427098533872e-16      -1.127193447867e-18       2.722448454157e-17 
 1696       5.207904728337e-11       1.999449752974e-12      -4.745001233008e-12       0.000000000000e+00       6.410532782673e-16      -1.477924592857e-18       2.695325198059e-17 
 1697       5.216326221073e-11       1.979989783959e-12      -4.743122323238e-12       0.000000000000e+00       6.394016776234e-16      -1.805308807400e-18       2.668083507583e-17 
 1698       5.224708425741e-11       1.960538072942e-12      -4.740165166005e-12       0.000000000000e+00       6.377550337619e-16      -2.109608297013e-18       2.640727645182e-17 
 1699       5.233043041626e-11       1.941101364764e-12      -4.736134934196e-12       0.000000000000e+00       6.361133288021e-16      -2.391086801132e-18       2.613261894298e-17 
 1700       5.241321729509e-11       1.921686435506e-12      -4.731036838405e-12       0.000000000000e+00       6.344765446755e-16      -2.650009595519e-18       2.585690559395e-17 
 1701       5.249536111607e-11       1.902300092544e-12      -4.724876126994e-12       0.000000000000e+00       6.328446631255e-16      -2.886643494661e-18       2.558017965988e-17 
 1702       5.257677771522e-11       1.882949174589e-12      -4.717658086157e-12       0.000000000000e+00       6.312176657071e-16      -3.101256854186e-18       2.530248460675e-17 
 1703       5.265738254181e-11       1.863640551736e-12      -4.709388039982e-12       0.000000000000e+00       6.295955337868e-16      -3.294119573257e-18       2.502386411168e-17 
 1704       5.273709065781e-11       1.844381125504e-12      -4.700071350509e-12       0.000000000000e+00       6.279782485418e-16      -3.465503096984e-18       2.474436206327e-17 
 1705       5.281581673730e-11       1.825177828891e-12      -4.689713417799e-12       0.000000000000e+00       6.263657909601e-16      -3.615680418828e-18       2.446402256186e-17 
 1706       5.289347506597e-11       1.806037626410e-12      -4.678319679987e-12       0.000000000000e+00       6.247581418398e-16      -3.744926083005e-18       2.418288991988e-17 
 1707       5.296997954047e-11       1.786967514140e-12      -4.665895613353e-12       0.000000000000e+00       6.231552817890e-16      -3.853516186892e-18       2.390100866215e-17 
 1708       5.304524366794e-11       1.767974519771e-12      -4.652446732378e-12       0.000000000000e+00       6.215571912254e-16      -3.941728383431e-18       2.361842352619e-17 
 1709       5.311918056537e-11       1.749065702647e-12      -4.637978589807e-12       0.000000000000e+00       6.199638503760e-16      -4.009841883538e-18       2.333517946255e-17 
 1710       5.319170295907e-11       1.730248153816e-12      -4.622496776713e-12       0.000000000000e+00       6.183752392768e-16      -4.058137458503e-18       2.305132163510e-17 
 1711       5.326272318412e-11       1.711528996071e-12      -4.606006922557e-12       0.000000000000e+00       6.167913377720e-16      -4.086897442399e-18       2.276689542132e-17 
 1712       5.333215318376e-11       1.692915383999e-12      -4.588514695251e-12       0.000000000000e+00       6.152121255144e-16      -4.096405734484e-18       2.248194641269e-17 
 1713       5.339990450888e-11       1.674414504025e-12      -4.570025801219e-12       0.000000000000e+00       6.136375819647e-16      -4.086947801611e-18       2.219652041491e-17 
 1714       5.346589751033e-11       1.656033000327e-12      -4.550547735713e-12       0.000000000000e+00       6.120676878968e-16      -4.058864718938e-18       2.191065991259e-17 
 1715       5.353008900281e-11       1.637775247134e-12      -4.530095049974e-12       0.000000000000e+00       6.105024299298e-16      -4.012715791706e-18       2.162439342950e-17 
 1716       5.359244483603e-11       1.619645061774e-12      -4.508684129153e-12       0.000000000000e+00       6.089417960341e-16      -3.949117326480e-18       2.133774607809e-17 
 1717       5.365293072301e-11       1.601646277480e-12      -4.486331446280e-12       0.000000000000e+00       6.073857740290e-16      -3.868688723453e-18       2.105074308709e-17 
 1718       5.371151223997e-11       1.583782743421e-12      -4.463053562395e-12       0.000000000000e+00       6.058343515823e-16      -3.772052481053e-18       2.076340980172e-17 
 1719       5.376815482605e-11       1.566058324716e-12      -4.438867126677e-12       0.000000000000e+00       6.042875162100e-16      -3.659834200559e-18       2.047577168379e-17 
 1720       5.382282378321e-11       1.548476902463e-12      -4.413788876584e-12       0.000000000000e+00       6.027452552763e-16      -3.532662590709e-18       2.018785431194e-17 
 1721       5.387548427597e-11       1.531042373756e-12      -4.387835637981e-12       0.000000000000e+00       6.012075559927e-16      -3.391169472312e-18       1.989968338174e-17 
 1722       5.392610133127e-11       1.513758651711e-12      -4.361024325278e-12       0.000000000000e+00       5.996744054185e-16      -3.235989782859e-18       1.961128470590e-17 
 1723       5.397463983826e-11       1.496629665485e-12      -4.333371941561e-12       0.000000000000e+00       5.981457904599e-16      -3.067761581137e-18       1.932268421445e-17 
 1724       5.402106454811e-11       1.479659360300e-12      -4.304895578722e-12       0.000000000000e+00       5.966216978702e-16      -2.887126051835e-18       1.903390795485e-17 
 1725       5.406534007384e-11       1.462851697466e-12      -4.275612417601e-12       0.000000000000e+00       5.951021142490e-16      -2.694727510159e-18       1.874498209222e-17 
 1726       5.410743089011e-11       1.446210654400e-12      -4.245539728110e-12       0.000000000000e+00       5.935870260425e-16      -2.491213406443e-18       1.845593290945e-17 
 1727       5.414730133305e-11       1.429740224652e-12      -4.214694869375e-12       0.000000000000e+00       5.920764195428e-16      -2.277234330760e-18       1.816678680742e-17 
 1728       5.418491560007e-11       1.413444417922e-12      -4.183095289862e-12       0.000000000000e+00       5.905702808876e-16      -2.053444017529e-18       1.787757030515e-17 
 1729       5.422023774964e-11       1.397327260090e-12      -4.150758527514e-12       0.000000000000e+00       5.890685960605e-16      -1.820499350136e-18       1.758831003993e-17 
 1730       5.425323170117e-11       1.381392793229e-12      -4.117702209886e-12       0.000000000000e+00       5.875713508899e-16      -1.579060365534e-18       1.729903276755e-17 
 1731       5.428386123474e-11       1.365645075635e-12      -4.083944054275e-12       0.000000000000e+00       5.860785310493e-16      -1.329790258862e-18       1.700976536243e-17 
 1732       5.431208999098e-11       1.350088181844e-12      -4.049501867854e-12       0.000000000000e+00       5.845901220569e-16      -1.073355388054e-18       1.672053481779e-17 
